Column1,ID,Pin-code,age,Fam members,Education,T.Experience,Income,Mortgage,Fixed Deposit,Demat,Net Banking,Loan
2319,10002320,110004,32,2,Under Graduate,9,1584000,3376000,0,0,1,0
2320,10002321,110001,44,4,Post Graduate,22,672000,0,0,0,1,0
2321,10002322,110014,39,3,Post Graduate,15,312000,0,0,0,0,0
2322,10002323,110001,60,1,Under Graduate,37,1032000,0,0,0,1,0
2323,10002324,110001,29,2,Graduate,7,904000,2520000,0,0,0,0
2324,10002325,110003,39,1,Post Graduate,11,280000,912000,0,0,1,0
2325,10002326,110004,53,1,Post Graduate,30,680000,0,0,0,0,0
2326,10002327,110004,43,4,Under Graduate,19,584000,0,0,0,0,0
2327,10002328,110003,49,1,Post Graduate,25,560000,0,0,1,1,0
2328,10002329,110011,25,3,Under Graduate,2,1040000,1536000,0,0,1,1
2329,10002330,110001,28,1,Under Graduate,4,312000,0,0,0,1,0
2330,10002331,110001,29,4,Graduate,5,576000,1936000,0,0,1,0
2331,10002332,110014,59,4,Post Graduate,37,544000,0,0,0,0,0
2332,10002333,110001,38,1,Post Graduate,16,280000,0,0,0,1,0
2333,10002334,110001,43,3,Under Graduate,21,488000,0,1,1,1,0
2334,10002335,110001,43,4,Under Graduate,21,552000,0,0,0,0,0
2335,10002336,110003,35,1,Graduate,13,472000,0,0,0,0,0
2336,10002337,110003,32,2,Post Graduate,8,792000,1736000,0,0,0,0
2337,10002338,110011,41,1,Graduate,16,1608000,0,0,0,0,1
2338,10002339,110014,40,2,Under Graduate,18,1040000,0,0,0,0,0
2339,10002340,110001,54,3,Graduate,31,576000,0,0,0,0,0
2340,10002341,110011,31,1,Under Graduate,9,352000,0,0,0,0,0
2341,10002342,110003,34,1,Post Graduate,10,728000,2312000,0,0,1,0
2342,10002343,110011,60,3,Under Graduate,37,736000,2480000,0,0,1,0
2343,10002344,110003,56,1,Under Graduate,34,440000,1344000,0,0,1,0
2344,10002345,110003,63,3,Under Graduate,40,160000,816000,0,0,1,0
2345,10002346,110014,63,1,Under Graduate,40,712000,2392000,1,0,1,1
2346,10002347,110014,50,2,Graduate,26,472000,1912000,0,0,0,0
2347,10002348,110014,62,3,Post Graduate,39,64000,696000,0,0,0,0
2348,10002349,110004,49,4,Under Graduate,25,680000,0,0,0,1,0
2349,10002350,110003,57,1,Under Graduate,35,752000,608000,1,1,1,0
2350,10002351,110011,50,2,Under Graduate,28,176000,0,0,0,1,0
2351,10002352,110004,53,2,Post Graduate,31,592000,0,0,0,1,0
2352,10002353,110001,44,3,Graduate,19,472000,0,0,0,0,0
2353,10002354,110001,59,4,Graduate,36,96000,0,0,0,1,0
2354,10002355,110014,33,1,Graduate,9,64000,0,0,0,1,0
2355,10002356,110003,54,3,Post Graduate,31,592000,0,0,0,1,0
2356,10002357,110004,29,4,Graduate,5,1472000,0,1,0,1,1
2357,10002358,110003,42,4,Graduate,19,272000,0,0,0,0,0
2358,10002359,110003,51,2,Post Graduate,27,504000,0,0,1,1,0
2359,10002360,110003,34,2,Graduate,12,984000,0,1,0,1,1
2360,10002361,110004,25,2,Post Graduate,1,680000,0,0,0,0,0
2361,10002362,110004,34,3,Post Graduate,12,872000,0,1,1,1,1
2362,10002363,110004,38,1,Post Graduate,15,248000,0,0,0,1,0
2363,10002364,110003,37,2,Graduate,13,488000,720000,0,0,1,0
2364,10002365,110011,57,2,Under Graduate,35,704000,0,0,0,0,0
2365,10002366,110003,41,2,Graduate,18,176000,0,0,0,0,0
2366,10002367,110011,28,4,Graduate,4,504000,0,0,1,1,0
2367,10002368,110003,24,4,Under Graduate,1,640000,0,0,0,1,0
2368,10002369,110014,46,3,Under Graduate,22,624000,0,0,0,1,0
2369,10002370,110011,48,4,Under Graduate,24,360000,744000,0,0,1,0
2370,10002371,110014,31,4,Post Graduate,7,408000,0,0,0,0,0
2371,10002372,110001,30,2,Post Graduate,6,888000,0,0,0,0,0
2372,10002373,110004,32,3,Under Graduate,10,360000,1224000,0,0,1,0
2373,10002374,110004,31,2,Graduate,9,1472000,0,0,0,0,1
2374,10002375,110003,30,2,Graduate,5,328000,896000,0,1,1,0
2375,10002376,110001,53,4,Post Graduate,30,552000,0,1,1,1,0
2376,10002377,110004,56,3,Under Graduate,33,184000,0,0,0,0,0
2377,10002378,110014,45,2,Under Graduate,23,1280000,0,0,0,0,0
2378,10002379,110003,28,1,Graduate,5,488000,2008000,1,1,1,0
2379,10002380,110001,40,2,Under Graduate,18,880000,1456000,0,0,1,0
2380,10002381,110003,38,2,Post Graduate,16,400000,0,0,0,0,0
2381,10002382,110014,31,1,Graduate,9,392000,0,0,0,1,0
2382,10002383,110011,44,4,Graduate,20,1480000,3424000,0,0,0,1
2383,10002384,110004,61,2,Under Graduate,39,416000,0,0,0,1,0
2384,10002385,110003,60,2,Under Graduate,37,424000,0,0,0,1,0
2385,10002386,110011,41,4,Graduate,17,1000000,0,0,0,0,1
2386,10002387,110001,29,3,Under Graduate,5,576000,0,0,0,1,0
2387,10002388,110001,26,4,Post Graduate,2,408000,0,0,0,0,0
2388,10002389,110004,62,3,Under Graduate,39,184000,0,0,1,0,0
2389,10002390,110001,25,1,Post Graduate,1,328000,0,0,0,0,0
2390,10002391,110014,31,3,Under Graduate,9,328000,864000,0,0,1,0
2391,10002392,110004,37,1,Graduate,12,1104000,0,0,0,1,1
2392,10002393,110003,42,2,Under Graduate,20,1104000,0,0,0,0,0
2393,10002394,110004,51,4,Under Graduate,28,112000,0,0,0,1,0
2394,10002395,110011,40,2,Under Graduate,18,1160000,4040000,0,0,0,0
2395,10002396,110014,42,3,Graduate,17,200000,0,0,0,0,0
2396,10002397,110014,32,1,Under Graduate,10,344000,1136000,0,0,0,0
2397,10002398,110001,45,1,Graduate,22,744000,2472000,0,0,1,0
2398,10002399,110001,51,2,Under Graduate,29,720000,1736000,0,1,0,0
2399,10002400,110011,60,2,Post Graduate,36,328000,1232000,0,1,1,0
2400,10002401,110001,59,2,Post Graduate,36,1352000,848000,1,0,1,1
2401,10002402,110014,40,2,Post Graduate,17,504000,0,0,0,1,0
2402,10002403,110001,46,3,Graduate,21,184000,760000,0,0,0,0
2403,10002404,110001,36,4,Under Graduate,13,1120000,0,0,0,0,1
2404,10002405,110011,39,1,Post Graduate,15,600000,0,0,0,1,0
2405,10002406,110004,55,4,Graduate,32,104000,624000,0,1,1,0
2406,10002407,110004,29,1,Post Graduate,7,80000,648000,0,0,1,0
2407,10002408,110001,37,1,Graduate,15,800000,0,0,0,1,0
2408,10002409,110001,46,3,Under Graduate,22,680000,1624000,0,0,1,0
2409,10002410,110011,53,3,Under Graduate,31,584000,1752000,0,0,1,0
2410,10002411,110004,27,2,Under Graduate,4,1040000,0,0,0,0,0
2411,10002412,110003,45,3,Graduate,22,520000,0,0,0,1,0
2412,10002413,110003,59,4,Under Graduate,36,472000,1184000,0,0,0,0
2413,10002414,110003,58,2,Post Graduate,34,248000,0,0,0,0,0
2414,10002415,110014,32,1,Under Graduate,10,1072000,0,0,0,0,0
2415,10002416,110001,43,4,Under Graduate,21,88000,848000,0,0,1,0
2416,10002417,110011,58,1,Post Graduate,35,256000,640000,0,0,1,0
2417,10002418,110001,23,2,Post Graduate,0,424000,0,0,0,1,0
2418,10002419,110001,39,1,Under Graduate,17,224000,0,0,0,0,0
2419,10002420,110011,61,2,Post Graduate,37,352000,0,0,0,1,0
2420,10002421,110011,61,1,Under Graduate,39,320000,944000,0,0,0,0
2421,10002422,110001,41,3,Graduate,19,320000,0,0,0,1,0
2422,10002423,110011,56,2,Under Graduate,32,1304000,3200000,0,0,0,0
2423,10002424,110011,48,1,Post Graduate,25,656000,0,0,0,1,0
2424,10002425,110001,36,4,Graduate,12,712000,0,0,0,0,0
2425,10002426,110004,52,4,Graduate,30,624000,0,0,0,1,0
2426,10002427,110003,59,3,Post Graduate,36,440000,1576000,0,0,0,0
2427,10002428,110003,27,4,Graduate,5,272000,0,0,0,1,0
2428,10002429,110014,37,4,Graduate,12,864000,2408000,0,0,0,1
2429,10002430,110001,31,4,Graduate,7,464000,0,0,0,1,0
2430,10002431,110011,21,4,Under Graduate,-1,584000,0,0,0,1,0
2431,10002432,110014,54,4,Under Graduate,31,432000,0,0,0,1,0
2432,10002433,110003,52,4,Graduate,30,360000,0,0,0,0,0
2433,10002434,110011,35,1,Graduate,11,984000,0,1,1,1,1
2434,10002435,110004,36,1,Under Graduate,12,744000,2136000,0,0,1,0
2435,10002436,110001,32,4,Graduate,9,816000,0,0,0,1,0
2436,10002437,110014,51,3,Under Graduate,29,312000,0,0,0,1,0
2437,10002438,110001,63,4,Graduate,40,912000,0,0,0,0,0
2438,10002439,110003,60,1,Post Graduate,37,232000,0,0,0,0,0
2439,10002440,110014,49,3,Graduate,25,240000,1152000,0,0,0,0
2440,10002441,110003,29,1,Post Graduate,5,176000,0,0,0,0,0
2441,10002442,110011,62,2,Under Graduate,38,304000,1488000,0,0,1,0
2442,10002443,110014,37,2,Under Graduate,15,328000,0,0,0,0,0
2443,10002444,110001,26,4,Post Graduate,3,1288000,3376000,1,0,1,1
2444,10002445,110014,58,3,Graduate,35,304000,0,0,0,1,0
2445,10002446,110011,45,1,Post Graduate,23,200000,0,0,0,1,0
2446,10002447,110014,23,4,Under Graduate,1,560000,1744000,0,0,1,0
2447,10002448,110004,42,2,Under Graduate,19,1608000,0,0,0,1,0
2448,10002449,110014,49,2,Post Graduate,26,336000,0,0,0,1,0
2449,10002450,110011,29,1,Under Graduate,7,512000,0,0,0,1,0
2450,10002451,110004,30,4,Post Graduate,7,224000,0,0,0,0,0
2451,10002452,110004,49,1,Under Graduate,25,952000,1664000,0,0,1,0
2452,10002453,110001,23,1,Post Graduate,1,224000,0,0,0,1,0
2453,10002454,110004,41,3,Post Graduate,19,480000,0,0,0,1,0
2454,10002455,110003,52,1,Graduate,29,184000,0,0,0,0,0
2455,10002456,110001,32,4,Post Graduate,8,1312000,0,0,0,1,1
2456,10002457,110004,52,2,Under Graduate,30,312000,0,0,0,0,0
2457,10002458,110001,40,2,Post Graduate,17,152000,680000,0,0,1,0
2458,10002459,110003,44,2,Post Graduate,20,576000,0,0,0,1,0
2459,10002460,110001,60,3,Post Graduate,37,328000,0,0,0,1,0
2460,10002461,110014,29,2,Graduate,5,256000,1040000,0,0,1,0
2461,10002462,110011,28,1,Graduate,5,552000,0,0,0,1,0
2462,10002463,110011,50,3,Under Graduate,28,184000,0,0,0,1,0
2463,10002464,110004,33,4,Under Graduate,9,352000,0,0,0,1,0
2464,10002465,110003,58,3,Graduate,36,256000,1320000,0,0,1,0
2465,10002466,110014,56,2,Under Graduate,34,200000,984000,0,0,1,0
2466,10002467,110001,22,2,Post Graduate,-2,640000,0,0,0,1,0
2467,10002468,110003,38,1,Graduate,16,664000,1840000,0,1,1,0
2468,10002469,110001,47,1,Under Graduate,23,1064000,0,0,0,1,0
2469,10002470,110003,41,1,Graduate,18,712000,2456000,0,0,0,0
2470,10002471,110003,31,2,Post Graduate,7,648000,1496000,1,0,1,0
2471,10002472,110004,34,2,Graduate,11,352000,680000,0,0,1,0
2472,10002473,110001,60,2,Under Graduate,36,952000,0,0,0,0,0
2473,10002474,110001,55,4,Under Graduate,32,312000,1176000,0,0,0,0
2474,10002475,110004,62,2,Post Graduate,38,320000,0,0,0,0,0
2475,10002476,110014,50,3,Under Graduate,26,632000,1464000,0,0,0,0
2476,10002477,110001,52,4,Graduate,28,240000,0,0,0,1,0
2477,10002478,110011,38,1,Post Graduate,14,1432000,0,0,0,1,1
2478,10002479,110003,28,2,Under Graduate,5,1424000,0,0,0,0,0
2479,10002480,110004,53,4,Graduate,30,656000,0,0,0,1,0
2480,10002481,110003,37,2,Graduate,13,400000,0,0,0,0,0
2481,10002482,110004,53,2,Graduate,30,512000,0,0,0,0,0
2482,10002483,110011,26,1,Under Graduate,4,1032000,0,0,0,0,0
2483,10002484,110011,42,4,Under Graduate,18,544000,0,0,1,0,0
2484,10002485,110004,44,1,Post Graduate,21,240000,896000,0,1,0,0
2485,10002486,110014,59,3,Under Graduate,36,384000,0,0,0,0,0
2486,10002487,110014,59,1,Under Graduate,36,1040000,2056000,0,0,0,0
2487,10002488,110011,43,1,Post Graduate,20,320000,0,0,1,1,0
2488,10002489,110001,36,2,Under Graduate,14,840000,0,0,0,1,0
2489,10002490,110003,27,4,Under Graduate,3,328000,0,0,0,1,0
2490,10002491,110003,50,3,Post Graduate,28,1344000,944000,0,0,1,1
2491,10002492,110003,36,2,Under Graduate,14,640000,0,0,0,1,0
2492,10002493,110004,26,2,Under Graduate,3,1072000,0,0,0,1,0
2493,10002494,110001,32,1,Post Graduate,9,392000,0,0,0,0,0
2494,10002495,110001,33,2,Under Graduate,9,504000,0,0,0,1,0
2495,10002496,110011,44,4,Under Graduate,22,560000,1696000,0,0,0,0
2496,10002497,110004,61,3,Graduate,37,256000,1128000,0,0,0,0
2497,10002498,110011,31,3,Post Graduate,9,112000,912000,0,0,0,0
2498,10002499,110004,36,2,Under Graduate,14,888000,2608000,0,0,0,0
2499,10002500,110001,51,4,Graduate,27,304000,1152000,0,1,1,0
2500,10002501,110014,26,2,Under Graduate,2,968000,2728000,0,0,1,0
2501,10002502,110001,42,4,Post Graduate,18,720000,0,0,0,1,0
2502,10002503,110001,56,2,Graduate,31,1424000,0,0,0,1,1
2503,10002504,110001,36,4,Graduate,14,160000,632000,0,0,1,0
2504,10002505,110003,46,2,Under Graduate,24,488000,1832000,0,0,0,0
2505,10002506,110001,31,4,Under Graduate,7,344000,0,0,0,0,0
2506,10002507,110001,64,1,Graduate,42,312000,0,0,0,1,0
2507,10002508,110001,57,4,Under Graduate,34,480000,1872000,0,0,1,0
2508,10002509,110014,38,3,Under Graduate,15,504000,0,0,1,1,0
2509,10002510,110014,34,4,Post Graduate,11,64000,648000,0,0,0,0
2510,10002511,110004,60,4,Graduate,38,416000,0,0,0,1,0
2511,10002512,110004,49,4,Under Graduate,27,736000,0,1,0,1,1
2512,10002513,110004,56,2,Under Graduate,32,888000,2384000,0,0,1,0
2513,10002514,110011,50,1,Post Graduate,26,568000,0,0,0,0,0
2514,10002515,110004,39,2,Graduate,16,200000,728000,0,1,0,0
2515,10002516,110011,29,1,Post Graduate,5,272000,1248000,0,0,1,0
2516,10002517,110004,26,3,Post Graduate,3,592000,0,0,0,0,0
2517,10002518,110004,55,2,Under Graduate,31,960000,0,0,0,0,0
2518,10002519,110014,59,4,Graduate,37,400000,0,0,0,0,0
2519,10002520,110004,58,2,Under Graduate,36,80000,0,0,0,1,0
2520,10002521,110011,54,4,Graduate,29,360000,904000,0,0,1,0
2521,10002522,110011,47,4,Under Graduate,23,232000,0,0,0,1,0
2522,10002523,110011,61,2,Under Graduate,37,1160000,0,0,0,1,0
2523,10002524,110004,47,2,Under Graduate,23,800000,0,0,0,0,0
2524,10002525,110001,47,3,Under Graduate,25,192000,0,0,0,1,0
2525,10002526,110011,30,1,Under Graduate,8,480000,0,0,0,1,0
2526,10002527,110004,24,4,Graduate,1,400000,0,0,0,0,0
2527,10002528,110004,25,3,Graduate,1,344000,0,0,0,0,0
2528,10002529,110003,55,3,Under Graduate,31,632000,0,0,0,0,0
2529,10002530,110004,27,3,Graduate,5,352000,0,0,0,1,0
2530,10002531,110011,54,4,Post Graduate,30,248000,0,0,0,1,0
2531,10002532,110014,57,2,Under Graduate,35,112000,856000,0,0,1,0
2532,10002533,110004,51,4,Under Graduate,28,152000,848000,0,0,0,0
2533,10002534,110004,52,1,Graduate,29,888000,0,0,0,1,1
2534,10002535,110003,54,1,Graduate,30,720000,0,0,0,1,0
2535,10002536,110003,48,2,Post Graduate,25,168000,1032000,0,0,0,0
2536,10002537,110003,49,1,Graduate,25,832000,0,0,0,1,1
2537,10002538,110011,51,1,Graduate,27,600000,0,0,0,1,0
2538,10002539,110001,35,2,Under Graduate,12,1400000,2376000,0,0,1,0
2539,10002540,110001,30,1,Under Graduate,7,784000,1368000,1,1,0,1
2540,10002541,110004,47,4,Under Graduate,23,328000,1224000,0,0,1,0
2541,10002542,110004,32,2,Graduate,8,1368000,4552000,0,0,1,1
2542,10002543,110014,52,4,Graduate,30,632000,0,0,0,1,0
2543,10002544,110003,62,4,Graduate,39,192000,0,0,0,0,0
2544,10002545,110001,56,1,Graduate,34,720000,0,0,0,0,1
2545,10002546,110003,23,3,Graduate,-1,312000,0,0,0,1,0
2546,10002547,110003,48,2,Under Graduate,25,72000,0,0,1,0,0
2547,10002548,110003,36,2,Graduate,13,120000,720000,0,0,1,0
2548,10002549,110004,46,1,Under Graduate,24,640000,0,0,0,1,0
2549,10002550,110001,39,1,Post Graduate,15,504000,632000,0,0,0,0
2550,10002551,110014,30,1,Post Graduate,8,160000,816000,0,0,1,0
2551,10002552,110014,44,2,Post Graduate,22,344000,0,1,1,1,0
2552,10002553,110001,37,1,Post Graduate,15,520000,0,0,0,0,0
2553,10002554,110004,37,2,Graduate,15,728000,1208000,0,0,0,0
2554,10002555,110003,61,1,Under Graduate,39,424000,0,0,0,0,0
2555,10002556,110001,56,3,Graduate,32,880000,0,0,0,0,0
2556,10002557,110014,26,3,Under Graduate,4,656000,824000,0,0,1,0
2557,10002558,110011,34,4,Post Graduate,11,184000,0,0,0,1,0
2558,10002559,110003,41,2,Under Graduate,19,1376000,0,0,0,1,0
2559,10002560,110011,34,2,Under Graduate,12,704000,0,0,0,1,0
2560,10002561,110004,42,2,Post Graduate,18,568000,0,0,0,1,0
2561,10002562,110011,29,1,Post Graduate,5,1440000,1152000,0,1,0,1
2562,10002563,110004,43,2,Post Graduate,21,312000,1472000,0,0,0,0
2563,10002564,110003,37,1,Post Graduate,13,752000,0,0,0,0,0
2564,10002565,110011,41,3,Graduate,16,200000,0,0,0,1,0
2565,10002566,110011,38,2,Post Graduate,15,80000,816000,0,0,1,0
2566,10002567,110001,28,1,Under Graduate,5,336000,1472000,0,0,0,0
2567,10002568,110001,56,2,Under Graduate,33,1136000,0,0,0,0,0
2568,10002569,110003,44,2,Under Graduate,21,272000,0,0,0,1,0
2569,10002570,110001,33,1,Under Graduate,10,1112000,0,0,0,0,0
2570,10002571,110003,28,2,Under Graduate,4,1232000,1656000,0,0,1,0
2571,10002572,110003,32,2,Post Graduate,8,320000,712000,0,0,0,0
2572,10002573,110001,60,1,Post Graduate,32,264000,1120000,0,0,1,0
2573,10002574,110004,56,2,Under Graduate,34,640000,0,0,0,1,0
2574,10002575,110004,43,3,Graduate,18,80000,800000,0,0,1,0
2575,10002576,110003,40,3,Post Graduate,16,328000,0,0,0,1,0
2576,10002577,110011,58,4,Under Graduate,36,240000,944000,0,0,1,0
2577,10002578,110014,53,1,Post Graduate,29,624000,1520000,0,0,1,0
2578,10002579,110014,43,1,Under Graduate,21,1312000,0,0,0,0,0
2579,10002580,110004,50,1,Post Graduate,27,184000,0,0,0,0,0
2580,10002581,110011,29,1,Under Graduate,7,1192000,0,0,0,0,0
2581,10002582,110011,58,4,Post Graduate,34,200000,0,0,0,1,0
2582,10002583,110004,31,1,Post Graduate,9,336000,0,0,0,1,0
2583,10002584,110001,35,1,Under Graduate,11,568000,1480000,0,0,1,0
2584,10002585,110011,57,3,Graduate,34,912000,0,0,0,1,1
2585,10002586,110011,49,1,Graduate,26,560000,0,0,0,1,0
2586,10002587,110004,45,4,Under Graduate,23,1192000,0,0,0,0,1
2587,10002588,110003,58,4,Graduate,33,440000,0,0,0,1,0
2588,10002589,110014,59,1,Under Graduate,36,232000,0,0,0,0,0
2589,10002590,110003,62,1,Under Graduate,40,984000,0,0,0,1,0
2590,10002591,110001,44,1,Post Graduate,20,1216000,2992000,1,0,1,1
2591,10002592,110003,29,4,Graduate,7,64000,0,0,0,0,0
2592,10002593,110014,55,4,Under Graduate,32,552000,1960000,0,0,0,0
2593,10002594,110004,46,4,Post Graduate,23,1288000,2480000,0,0,0,1
2594,10002595,110014,46,1,Graduate,23,632000,0,0,0,0,0
2595,10002596,110004,33,1,Under Graduate,10,840000,0,0,0,0,0
2596,10002597,110003,31,3,Under Graduate,8,312000,0,0,0,0,0
2597,10002598,110001,45,1,Under Graduate,23,1304000,0,0,0,0,0
2598,10002599,110011,44,1,Under Graduate,20,72000,0,0,0,1,0
2599,10002600,110004,42,4,Post Graduate,20,568000,0,0,0,0,0
2600,10002601,110001,40,3,Post Graduate,18,408000,0,0,0,0,0
2601,10002602,110003,48,1,Post Graduate,24,256000,1336000,0,0,0,0
2602,10002603,110001,50,4,Under Graduate,26,1288000,0,1,0,1,1
2603,10002604,110003,51,1,Under Graduate,27,480000,0,0,0,1,0
2604,10002605,110001,35,4,Graduate,10,280000,0,0,0,0,0
2605,10002606,110001,62,4,Graduate,40,328000,0,0,0,1,0
2606,10002607,110011,44,2,Under Graduate,22,584000,1728000,0,0,1,0
2607,10002608,110001,55,4,Under Graduate,33,392000,1712000,1,1,1,0
2608,10002609,110001,59,2,Under Graduate,35,632000,1552000,0,0,1,0
2609,10002610,110011,40,2,Under Graduate,18,960000,0,0,1,0,0
2610,10002611,110001,38,2,Under Graduate,16,480000,0,0,0,0,0
2611,10002612,110001,31,3,Graduate,8,624000,0,0,0,1,0
2612,10002613,110004,48,4,Graduate,26,320000,1048000,0,0,0,0
2613,10002614,110014,50,2,Post Graduate,26,880000,1632000,1,1,1,1
2614,10002615,110003,33,4,Post Graduate,11,1280000,0,0,1,0,1
2615,10002616,110004,55,4,Under Graduate,32,544000,1528000,0,0,1,0
2616,10002617,110014,54,2,Post Graduate,31,392000,824000,0,0,1,0
2617,10002618,110011,42,2,Under Graduate,20,520000,0,0,0,1,0
2618,10002619,110004,21,3,Graduate,-3,440000,1160000,0,0,1,0
2619,10002620,110003,31,3,Under Graduate,8,496000,784000,0,0,0,0
2620,10002621,110003,46,1,Under Graduate,22,1216000,0,0,0,0,0
2621,10002622,110003,43,3,Graduate,18,336000,0,0,0,0,0
2622,10002623,110003,52,4,Graduate,28,312000,0,0,0,1,0
2623,10002624,110001,40,3,Under Graduate,17,888000,0,1,1,0,1
2624,10002625,110014,45,3,Under Graduate,21,656000,0,0,0,0,0
2625,10002626,110011,59,4,Graduate,36,864000,0,0,0,1,0
2626,10002627,110014,51,2,Post Graduate,27,472000,0,0,0,1,0
2627,10002628,110003,54,3,Under Graduate,30,488000,1544000,0,0,1,0
2628,10002629,110003,31,4,Graduate,6,624000,0,0,1,1,0
2629,10002630,110014,42,2,Post Graduate,18,144000,0,0,0,1,0
2630,10002631,110011,61,4,Post Graduate,37,904000,0,0,0,1,0
2631,10002632,110011,45,1,Graduate,20,496000,0,0,0,1,0
2632,10002633,110004,48,1,Under Graduate,24,648000,1984000,0,0,1,0
2633,10002634,110004,47,3,Under Graduate,25,104000,848000,0,0,1,0
2634,10002635,110014,32,1,Under Graduate,9,600000,1552000,0,0,0,0
2635,10002636,110011,38,2,Post Graduate,14,264000,712000,0,0,1,0
2636,10002637,110011,36,1,Under Graduate,13,1432000,0,0,0,1,0
2637,10002638,110004,49,3,Graduate,26,552000,0,0,0,1,0
2638,10002639,110004,26,1,Post Graduate,4,360000,0,0,0,1,0
2639,10002640,110004,50,3,Graduate,26,472000,0,0,0,1,0
2640,10002641,110014,37,2,Under Graduate,13,648000,0,0,0,1,0
2641,10002642,110011,27,1,Under Graduate,5,1064000,1696000,0,0,1,0
2642,10002643,110004,52,2,Post Graduate,29,648000,0,0,0,1,0
2643,10002644,110003,61,4,Graduate,38,112000,688000,0,0,1,0
2644,10002645,110011,38,2,Post Graduate,14,224000,0,0,0,0,0
2645,10002646,110003,34,2,Under Graduate,12,744000,0,0,0,1,0
2646,10002647,110011,43,3,Post Graduate,20,1528000,984000,0,0,0,1
2647,10002648,110014,59,1,Under Graduate,37,1240000,0,0,0,1,0
2648,10002649,110011,24,2,Under Graduate,0,1240000,0,0,0,0,0
2649,10002650,110001,31,4,Under Graduate,8,544000,0,0,0,1,0
2650,10002651,110011,62,2,Under Graduate,40,416000,1808000,0,0,0,0
2651,10002652,110001,41,1,Post Graduate,17,408000,0,0,0,0,0
2652,10002653,110004,22,4,Under Graduate,0,352000,1440000,0,0,1,0
2653,10002654,110011,28,2,Under Graduate,5,968000,3264000,0,0,1,0
2654,10002655,110004,58,4,Under Graduate,36,392000,1632000,0,1,1,0
2655,10002656,110001,48,2,Post Graduate,26,336000,624000,0,1,1,0
2656,10002657,110001,38,1,Under Graduate,15,1152000,0,0,0,0,0
2657,10002658,110003,29,1,Graduate,6,576000,0,0,0,1,0
2658,10002659,110003,28,1,Under Graduate,4,352000,872000,0,0,0,0
2659,10002660,110004,58,3,Post Graduate,35,344000,1400000,0,0,0,0
2660,10002661,110014,37,1,Graduate,14,592000,1152000,0,1,1,0
2661,10002662,110001,64,1,Under Graduate,41,1160000,0,0,0,1,0
2662,10002663,110003,63,2,Under Graduate,41,1264000,0,0,0,0,0
2663,10002664,110004,52,4,Under Graduate,28,624000,0,0,0,0,0
2664,10002665,110011,52,1,Graduate,29,1232000,2816000,0,0,1,1
2665,10002666,110014,33,2,Post Graduate,9,840000,0,0,0,0,0
2666,10002667,110011,30,3,Graduate,7,800000,0,0,0,1,0
2667,10002668,110011,61,1,Graduate,39,464000,0,0,0,1,0
2668,10002669,110003,58,1,Under Graduate,35,904000,3248000,0,0,1,0
2669,10002670,110011,41,2,Graduate,18,80000,0,0,1,0,0
2670,10002671,110004,57,2,Under Graduate,33,1136000,0,0,0,0,0
2671,10002672,110003,60,1,Under Graduate,37,1024000,0,0,0,0,0
2672,10002673,110014,28,3,Post Graduate,5,1048000,0,0,0,0,1
2673,10002674,110003,52,4,Graduate,30,704000,976000,0,0,1,0
2674,10002675,110003,28,2,Under Graduate,6,808000,0,0,0,1,0
2675,10002676,110003,29,2,Post Graduate,1,560000,0,1,0,1,0
2676,10002677,110001,42,1,Under Graduate,20,976000,0,0,1,1,0
2677,10002678,110011,30,3,Under Graduate,8,560000,0,0,0,1,0
2678,10002679,110003,61,2,Post Graduate,38,1184000,0,0,0,1,1
2679,10002680,110011,55,2,Post Graduate,32,344000,1328000,0,0,1,0
2680,10002681,110014,58,1,Post Graduate,30,248000,0,0,0,1,0
2681,10002682,110014,35,2,Post Graduate,11,280000,0,0,0,0,0
2682,10002683,110003,51,4,Post Graduate,27,648000,0,0,0,1,0
2683,10002684,110014,49,1,Post Graduate,25,152000,784000,0,0,0,0
2684,10002685,110014,28,4,Post Graduate,5,784000,1032000,1,1,1,0
2685,10002686,110001,26,4,Post Graduate,2,808000,0,0,0,1,0
2686,10002687,110001,48,2,Post Graduate,24,648000,0,0,0,0,0
2687,10002688,110004,50,1,Under Graduate,27,1080000,3616000,0,0,1,0
2688,10002689,110001,54,2,Graduate,30,272000,0,0,0,1,0
2689,10002690,110014,38,1,Under Graduate,16,832000,1992000,0,0,0,0
2690,10002691,110011,62,3,Graduate,38,232000,0,0,0,1,0
2691,10002692,110011,59,2,Graduate,36,952000,0,0,0,1,1
2692,10002693,110001,44,2,Graduate,20,656000,0,0,0,1,0
2693,10002694,110001,53,1,Under Graduate,29,496000,0,0,0,1,0
2694,10002695,110011,43,3,Under Graduate,19,680000,0,0,0,1,0
2695,10002696,110004,38,2,Graduate,15,64000,0,0,0,0,0
2696,10002697,110014,61,4,Post Graduate,37,624000,0,0,0,1,0
2697,10002698,110001,55,3,Graduate,32,352000,0,0,0,1,0
2698,10002699,110011,36,2,Under Graduate,14,976000,0,0,0,1,0
2699,10002700,110014,35,3,Graduate,11,176000,912000,0,0,0,0
2700,10002701,110004,29,4,Graduate,5,312000,0,0,0,1,0
2701,10002702,110011,48,1,Graduate,26,440000,0,0,0,1,0
2702,10002703,110014,40,2,Under Graduate,18,1152000,1264000,0,0,0,0
2703,10002704,110011,49,1,Graduate,27,568000,0,0,0,0,0
